Incident Date,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Aquaculture Management Unit,Mitigation
2025-07-03,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,In-Feed Treatment
2025-07-03,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,In-Feed Treatment
2025-07-04,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Harvest
2025-07-09,1895,MOWI Canada West,Sheep Passage,52.79609,-128.31093,Central Coast,In-Feed Treatment
2025-07-10,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,In-Feed Treatment
2025-07-18,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,In-Feed Treatment
2025-08-01,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,Non-Medicinal Bath Treatment
2025-08-29,7054,MOWI Canada West,Wanx talis,50.89322,-127.89568,Port Hardy,Harvest
2025-09-01,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Harvest
2025-09-04,1702,MOWI Canada West,Goat Cove,52.78726,-128.4199,Central Coast,Non-Medicinal Bath Treatment
2025-09-05,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,In-Feed Treatment
2025-09-12,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,In-Feed Treatment
2025-09-12,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,In-Feed Treatment
2025-09-12,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,In-Feed Treatment
2025-09-19,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Medicinal Bath Treatment
2025-09-25,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Non-Medicinal Bath Treatment
2025-10-01,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,Mechanical Removal
2025-10-03,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Medicinal Bath Treatment
2025-10-06,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Harvest
2025-10-08,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Medicinal Bath Treatment
2025-10-08,1691,MOWI Canada West,Kid Bay,52.80108,-128.40431,Central Coast,In-Feed Treatment
2025-10-12,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,In-Feed Treatment
2025-10-12,1136,MOWI Canada West,Shaw Point,50.48527,-125.88981,Discovery Islands,In-Feed Treatment
2025-10-14,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Medicinal Bath Treatment
2025-10-14,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Medicinal Bath Treatment
2025-10-27,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Medicinal Bath Treatment
2025-11-02,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Harvest
2025-11-11,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Non-Medicinal Bath Treatment
2025-11-16,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,In-Feed Treatment
2025-11-25,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Medicinal Bath Treatment
2025-11-26,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,Non-Medicinal Bath Treatment
2025-11-28,227,Cermaq Canada,Bawden,49.30905,-126.00742,Clayoquot Sound,In-Feed Treatment
2025-11-30,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,In-Feed Treatment
2025-12-05,234,Cermaq Canada,Dixon Bay,49.405,-126.15055,Clayoquot Sound,In-Feed Treatment
2025-12-08,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,In-Feed Treatment
2025-12-08,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,In-Feed Treatment
2025-12-11,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,In-Feed Treatment
2025-12-22,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,Non-Medicinal Bath Treatment
2025-12-22,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,In-Feed Treatment
2025-12-24,1338,MOWI Canada West,Mahatta East,50.474562,-127.787808,Quatsino Sound,In-Feed Treatment
2025-12-28,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Medicinal Bath Treatment
